"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
78,"Development and Feasibility Testing of a Group-based PFMT Programme for Antenatal Women in Nanjing City in China","Not yet recruiting","No Results Available","Urinary Incontinence","Behavioral: Group-based PFMT group",,"https://ClinicalTrials.gov/show/NCT05242809"
79,"Effects of Hypopressive Exercises in Comparison With Routine Pelvic Floor Exercises in Women With Urinary Incontinence","Completed","No Results Available","Urinary Incontinence","Other: Hypopressive exercises|Other: Pelvic floor exercises","Riphah International University, Faisalābad, Punjab, Pakistan","https://ClinicalTrials.gov/show/NCT05239949"
80,"Electrical Stimulation in Men With Urinary Incontinence After Radical Prostatectomy","Recruiting","No Results Available","Electrical Stimulation","Device: Perineal electrical stimulation","Hakan Alkan, Denizli, None Selected, Turkey","https://ClinicalTrials.gov/show/NCT05236140"
81,"The Effects of Neuromuscular Electrical Stimulation in Individuals With Urinary Incontinence After Prostatectomy","Not yet recruiting","No Results Available","Urinary Incontinence","Device: Neuromuscular electrical stimulation application|Device: Sham neuromuscular electrical stimulation application",,"https://ClinicalTrials.gov/show/NCT05236088"
82,"Urdu Version of Questionnaire for Female Urinary Incontinence Diagnosis: Reliability and Validity Study","Recruiting","No Results Available","Urinary Incontinence",,"Ripah International University, Faisalabad, Punjab, Pakistan","https://ClinicalTrials.gov/show/NCT05221034"
83,"the Effect of a New Type of Pelvic Floor Rehabilitation Device PHENIX U4+ on the Treatment of Urinary Incontinence","Not yet recruiting","No Results Available","Urinary Incontinence","Device: PHENIX U4+|Device: Traditional pelvic floor treatment instrument","Peking University People's Hospital, Beijing, Beijing, China","https://ClinicalTrials.gov/show/NCT05202717"
84,"Acute Pudendal Nerve Stimulation On Leak Point Pressure In Women Urodynamic Early Feasibility Study","Recruiting","No Results Available","Urinary Incontinence","Diagnostic Test: Urodynamic testing with and without pudendal nerve stimulation","Beaumont Hospital - Royal Oak, Royal Oak, Michigan, United States|Beaumont Hospital Royal Oak, Royal Oak, Michigan, United States","https://ClinicalTrials.gov/show/NCT05128682"
85,"Effects of External Electric Stimulating in Individuals With Urinary Incontinence After Prostatectomy","Not yet recruiting","No Results Available","Urinary Incontinence","Device: ES application|Other: Sham application",,"https://ClinicalTrials.gov/show/NCT05127447"
86,"The Effect of the Diaphragm in Urinary Incontinence","Recruiting","No Results Available","Urinary Incontinence","Other: POWER breathe K5","Kirikkale University Faculty of Medicine, Kırıkkale, Turkey","https://ClinicalTrials.gov/show/NCT05069207"
87,"Study of Pant Type Absorbing Urinary Incontinence Products","Completed","No Results Available","Urinary Incontinence","Device: RH1 (low waist)|Device: Reference variant 1 (low waist)|Device: RC2 (high waist)|Device: Reference variant 2 (high waist)","Eurofins Optimed, Gières, France|Intertek, Paris, France|LyREC, Pierre-Bénite, France","https://ClinicalTrials.gov/show/NCT05031442"
88,"Effect of Beta-alanine and Pelvic Floor Muscle Training on Urinary Incontinence After Radical Prostatectomy (BELA)","Recruiting","No Results Available","Prostate Cancer|Urinary Incontinence|Beta-Alanine|Pelvic Floor Muscle Training|Radical Prostatectomy","Drug: Beta-Alanine|Drug: Placebo|Procedure: Pelvic floor muscle training (PFMT)","University hospital Olomouc, Olomouc, Czechia","https://ClinicalTrials.gov/show/NCT04862533"
89,"Ancillary Study of the Lessening Incontinence With Low-impact Activity Study","Active, not recruiting","No Results Available","Urinary Incontinence","Behavioral: Yoga Practice Program|Behavioral: Physical Conditioning Program","University of California, San Francisco, San Francisco, California, United States","https://ClinicalTrials.gov/show/NCT04776720"
90,"Whole Body Vibration Training in the Treatment for Children's Incontinence - a Randomized-Controlled Trial","Recruiting","No Results Available","Incontinence, Urinary","Device: Whole Body Vibration Training","University Children's Hospital, Zuerich, Switzerland","https://ClinicalTrials.gov/show/NCT04737447"
91,"Reduction in Number of Botox Injections for Urgency Urinary Incontinence","Not yet recruiting","No Results Available","Urgency Urinary Incontinence","Procedure: Standard of care (15 Botox injections)|Procedure: Experimental Arm (5 Botox injections)",,"https://ClinicalTrials.gov/show/NCT04731961"
92,"The Effect of Program on Women's Urinary Incontinence Awareness and Health Beliefs","Completed","No Results Available","Urinary Incontinence","Behavioral: Incontinence Health Belief Development Program","Liv Hospital Samsun, Samsun, Turkey","https://ClinicalTrials.gov/show/NCT04689113"
93,"Urinary Incontinence and Transtheoretical Model","Completed","No Results Available","Urinary Incontinence","Behavioral: Nursing care based on the transtheoretical model","Kutahya Family Health Centers, Kutahya, Turkey","https://ClinicalTrials.gov/show/NCT04688047"
94,"EMG Biofeedback Based Pelvic Floor Training in Post Partum Women","Completed","No Results Available","Urinary Incontinence","Device: Electromographic Biofeedback|Other: PFM exercises","Rehab Center RCRAHS Potohar campus, Rawalpindi, Punjab, Pakistan","https://ClinicalTrials.gov/show/NCT04687748"
95,"Pelvic Floor Magnetic Stimulation in Men With Radical Prostatectomy","Recruiting","No Results Available","Urinary Incontinence Episodes After the Magnetic Stimulation in Men With Radical Prostatectomy","Device: Magnetic Stimulation - Armchair type","Necmettin Yildiz, Denizli, Turkey","https://ClinicalTrials.gov/show/NCT04644614"
96,"The Impact of Hip Exercises on Pelvic Floor Muscle Strength and Function in Older Women With Urinary Incontinence","Recruiting","No Results Available","Urinary Incontinence|Geriatric Syndrome","Behavioral: Hip Muscle Exercise","The Kirklin Clinic of Uab Hospital, Birmingham, Alabama, United States","https://ClinicalTrials.gov/show/NCT04631926"
97,"Kegel Exercise-focused Interventions in Elderly Women","Completed","No Results Available","Urinary Incontinence|Kegel Exercises|Nursing","Behavioral: Kegel exercise-focused interventions|Other: Home visit and scale evaluations","Home Health Unit of Antalya Metropolitan Municipality, Antalya, Muratpaşa, Turkey","https://ClinicalTrials.gov/show/NCT04608929"
98,"Investigation of Brain Mechanisms Involved in the Urinary Continence Mechanism Associated With Aging","Recruiting","No Results Available","Urgency Urinary Incontinence","Other: Brain functional MRI with simplified urodynamics","University of Pittsburgh, Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT04599088"
99,"Feasibility Study of an Individualized Exergame Training for Older Adults With MI and/or UI (VITAAL)","Recruiting","No Results Available","Urinary Incontinence|Mobility Impairment|Older Adults","Behavioral: VITAAL Exergame|Behavioral: Conventional Training UI|Behavioral: Conventional Training MI","Physio SPArtos, Bern, Interlaken, Switzerland","https://ClinicalTrials.gov/show/NCT04587895"
100,"Effects of Osteopathic Manipulations and Muscle Training on the Myoelectric Activity of the Pelvic Floor","Completed","No Results Available","Urinary Incontinence","Other: HVLA|Other: global osteopathic protocol|Other: pelvic floor muscle training","Giselle Notini Arcanjo, Fortaleza, CE, Brazil","https://ClinicalTrials.gov/show/NCT04584359"
101,"Effect of Electroacupuncture on Mixed Urinary Incontinence Among Women","Not yet recruiting","No Results Available","Urinary Incontinence, Mixed","Other: electroacupuncture|Other: sham electroacupuncture|Behavioral: life style counselling",,"https://ClinicalTrials.gov/show/NCT04531683"
102,"A Comparison of Urinary Incontinence During Third Trimester of Nulliparous on Pelvic Floor Muscle Training","Completed","No Results Available","Urinary Incontinence","Other: PFMT|Other: non PFMT","Rajavithi Hospital, Bangkok, Thailand","https://ClinicalTrials.gov/show/NCT04525846"
103,"Validation of iPelvis App for Female Pelvic Floor Dysfunction","Completed","No Results Available","Female Sexual Dysfunction|Urinary Incontinence","Other: Home Exercise Sheet|Other: Ipelvis mobile application|Behavioral: Home exercise sheet + Pelvic Physiotherapy|Behavioral: Ipelvis mobile application + Pelvic Physiotherapy",,"https://ClinicalTrials.gov/show/NCT04484753"
104,"Predictors of Delay in Treatment of Urinary Incontinence","Completed","No Results Available","Urinary Incontinence",,"Lady Willingdon Hospital, Lahore, Punjab, Pakistan","https://ClinicalTrials.gov/show/NCT04470700"
105,"Pacific Northwest Female Urinary Incontinence Treatment Digital Awareness Project","Completed","No Results Available","Urinary Incontinence","Other: Facebook Advertisements|Other: Google Advertisements","Oregon Health & Science University, Portland, Oregon, United States","https://ClinicalTrials.gov/show/NCT04464928"
106,"Treatment of Urinary Incontinence in Men After Prostatectomy With Autologous Adipose-derived Mesenchymal Stem Cells","Completed","No Results Available","Urinary Incontinence","Biological: Autologous adipose-derived mesenchymal stem cells|Other: Standard treatment according to the Clinical protocols","Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus, Minsk, Belarus","https://ClinicalTrials.gov/show/NCT04426643"
107,"Observational Study on the Prevalence of Urinary Incontinence in Federates Athletes.","Completed","No Results Available","Urinary Incontinence","Behavioral: female athletes","Universidad Católica de Ávila, Avila, Spain","https://ClinicalTrials.gov/show/NCT04352647"
108,"Acupuncture for Stress-predominant Mixed Urinary Incontinence","Recruiting","No Results Available","Mixed Urinary Incontinence","Procedure: Electroacupuncture|Procedure: Sham electroacupuncture","Guang'anmen Hospital, China Academy of Chinese Medical Sciences, Beijing, Beijing, China|The third affiliated hospital of Beijing university of Chinese Medicine, Beijing, Beijing, China|Hengyang Hospital Affiliated to Hunan University of Chinese Medicine, Hengyang, Hunan, China|Jiangxi Provincial Hospital of traditional Chinese Medicine, Nanchang, Jiangxi, China|Yantai Hospital of Traditional Chinese Medicine, Yantai, Shandong, China","https://ClinicalTrials.gov/show/NCT04299932"
109,"Urinary Incontinence and Sedentary Behaviour in Nursing Homes","Suspended","No Results Available","Urinary Incontinence in Old Age|Sedentary Behavior","Behavioral: Sedentary behaviour|Diagnostic Test: Urinary Incontinence","Residència Sant Gabriel. Nursing home, Centelles, Barcelona, Spain|Casal Oller. Nursing home, Els Hostalets De Balenyà, Barcelona, Spain|Residència Aura. Nursing home, Manlleu, Barcelona, Spain|Residència els Tells. Nursing home, Montesquiu, Barcelona, Spain|Els Munts. Nursing home, Sant Boi de Lluçanès, Barcelona, Spain|Fundació Gallifa. Nursing home, Sant Hipòlit de Voltregà, Barcelona, Spain|Casal de la Santa Creu. Nursing home, Santa Maria De Corcó, Barcelona, Spain|Residència Cantonigròs. Nursing home, Santa Maria De Corcó, Barcelona, Spain|Els Bons Amics. Nursing home, Seva, Barcelona, Spain|Hotel Residència el Prat. Nursing home, Tona, Barcelona, Spain|Residència Prudenci. Nursing home, Tona, Barcelona, Spain|Residencia Rocapravera. Nursing home, Torello, Barcelona, Spain|Funcació Privada de Gestió Clear - Residència Centre de Dia SAITS. Nursing home, Vic, Barcelona, Spain|Residencia el Nadal. Nursing home, Vic, Barcelona, Spain|University of Vic - Central University of Catalonia. Facultat de Ciències de la Salut i el Benestar; Afiliation with the M3O research group, Vic, Barcelona, Spain","https://ClinicalTrials.gov/show/NCT04297904"
110,"Remote Access to Urinary Incontinence Treatment for Women Veterans","Recruiting","No Results Available","Urinary Incontinence","Behavioral: VA Video Connect|Behavioral: MyHealtheBladder","Birmingham VA Medical Center, Birmingham, AL, Birmingham, Alabama, United States|Atlanta VA Medical and Rehab Center, Decatur, GA, Decatur, Georgia, United States|Durham VA Medical Center, Durham, NC, Durham, North Carolina, United States","https://ClinicalTrials.gov/show/NCT04237753"
111,"Investigation of Brain Mechanisms Involved in Urgency Urinary Incontinence","Recruiting","No Results Available","Urgency Urinary Incontinence","Drug: Trospium|Drug: Placebo oral tablet","University of Pittsburgh, Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT04227184"
112,"Effectiveness of Kegal Exercises on Urinary Incontinence Impact in Geriatric Incontinence","Completed","No Results Available","Urinary Incontinence in Geriatric Population","Behavioral: Kegel Exercises","Ali Sikandar Bhutto, Rawalpindi, Pakistan","https://ClinicalTrials.gov/show/NCT04213339"
113,"Trial to Assess the Safety and Clinical Performance of Contino® in Preventing Urinary Incontinence","Recruiting","No Results Available","Urinary Incontinence","Device: Contino","Dr. Peter Skepasts, Surrey, British Columbia, Canada|The Fe/Male Health Centres, Oakville, Ontario, Canada|Dr. Dean Elterman, Toronto, Ontario, Canada","https://ClinicalTrials.gov/show/NCT04165408"
114,"Effect of Pelvic Floor Muscle Training on Urinary Incontinence Reports in Obese Women Undergoing a Low Calorie Diet Prior to Bariatric Surgery","Recruiting","No Results Available","Urinary Incontinence|Obesity|Strength; Pelvic Floor","Other: Pelvic Floor Muscle Training","Pauliana Carolina de Souza Mendes, Franca, SP, Brazil","https://ClinicalTrials.gov/show/NCT04159467"
115,"Intravaginal Vibratory Stimulus and Pelvic Floor Muscle Training","Suspended","No Results Available","Urinary Incontinence","Other: Pelvic floor muscle training (PFMT)|Other: Pelvic floor muscle training + intravaginal vibratory stimulus","José Geraldo Lopes Ramos, Porto Alegre, RS, Brazil","https://ClinicalTrials.gov/show/NCT04150094"
116,"Efficacy of Prompted Voiding Therapy in Elderly Hospitalized.","Recruiting","No Results Available","Urinary Incontinence","Behavioral: Prompted voiding","Laura Martín Losada, Guadarrama, Madrid, Spain","https://ClinicalTrials.gov/show/NCT04117126"
117,"tDCS and Female Urinary Incontinence","Recruiting","No Results Available","Urinary Incontinence","Procedure: Real transcranial direct current stimulation + therapeutic exercises for urinary incontinence|Procedure: Sham transcranial direct current stimulation + therapeutic exercises for urinary incontinence","Department of Physical Therapy. Federal University of Piaui, Parnaiba, PIaui, Brazil|Antonia Mykaele Cordeiro Brandao, Parnaiba, Piaui, Brazil","https://ClinicalTrials.gov/show/NCT04084340"
